timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 
312.9098815917969 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.121410369873047,0.5364089012145996) (-0.008198116905987263,-0.002026105998083949) 0.2199999988079071 (1.4733468294143677,3.179521083831787) (-9.919339390762616e-06,-4.5615259296027943e-05) 0.2199999988079071 (0.9441302418708801,2.7847073078155518) (7.373462722171098e-05,-0.0008182754390873015) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.0098876953125 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.120587110519409,0.5362054109573364) (-0.008233247324824333,-0.002034788252785802) 0.2199999988079071 (1.4733458757400513,3.179516553878784) (-9.919470357999671e-06,-4.5615859562531114e-05) 0.2199999988079071 (0.9441376328468323,2.78462553024292) (7.375828135991469e-05,-0.0008185380138456821) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.1098937988281 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.119760274887085,0.5360010266304016) (-0.0082686897367239,-0.002043547574430704) 0.2199999988079071 (1.4733449220657349,3.1795120239257812) (-9.919601325236727e-06,-4.5616459829034284e-05) 0.2199999988079071 (0.9441450238227844,2.784543752670288) (7.378194277407601e-05,-0.0008188006468117237) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.20989990234375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.118929862976074,0.5357958078384399) (-0.008304457180202007,-0.002052387222647667) 0.2199999988079071 (1.4733439683914185,3.1795074939727783) (-9.91973138297908e-06,-4.5617060095537454e-05) 0.2199999988079071 (0.9441524147987366,2.784461736679077) (7.380561146419495e-05,-0.0008190633961930871) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.3099060058594 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.118095874786377,0.5355896949768066) (-0.00834055244922638,-0.0020613076630979776) 0.2199999988079071 (1.473343014717102,3.1795029640197754) (-9.919862350216135e-06,-4.5617660362040624e-05) 0.2199999988079071 (0.9441598057746887,2.784379720687866) (7.382936746580526e-05,-0.0008193270186893642) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.409912109375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.117258071899414,0.5353826880455017) (-0.00837697833776474,-0.0020703100599348545) 0.2199999988079071 (1.4733420610427856,3.1794984340667725) (-9.91999331745319e-06,-4.561825699056499e-05) 0.2199999988079071 (0.9441671967506409,2.7842977046966553) (7.385312346741557e-05,-0.0008195907576009631) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.5099182128906 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1164166927337646,0.5351747274398804) (-0.008413747884333134,-0.0020793976727873087) 0.2199999988079071 (1.4733411073684692,3.1794939041137695) (-9.920124284690246e-06,-4.561885725706816e-05) 0.2199999988079071 (0.944174587726593,2.7842156887054443) (7.387689402094111e-05,-0.000819854496512562) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.60992431640625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1155714988708496,0.5349658727645874) (-0.008450856432318687,-0.002088568639010191) 0.2199999988079071 (1.4733401536941528,3.1794893741607666) (-9.920255251927301e-06,-4.561945752357133e-05) 0.2199999988079071 (0.9441819787025452,2.7841336727142334) (7.390067912638187e-05,-0.0008201184100471437) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.7099304199219 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.114722728729248,0.534756064414978) (-0.008488315157592297,-0.0020978266838937998) 0.2199999988079071 (1.4733392000198364,3.1794848442077637) (-9.920386219164357e-06,-4.56200577900745e-05) 0.2199999988079071 (0.9441893696784973,2.7840516567230225) (7.392446423182264e-05,-0.0008203823817893863) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.8099365234375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.113870143890381,0.534545361995697) (-0.008526119403541088,-0.0021071694791316986) 0.2199999988079071 (1.47333824634552,3.1794803142547607) (-9.920517186401412e-06,-4.562065805657767e-05) 0.2199999988079071 (0.9441967606544495,2.7839696407318115) (7.394825661322102e-05,-0.0008206464699469507) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
313.9099426269531 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.113013744354248,0.5343337059020996) (-0.008564281277358532,-0.0021166009828448296) 0.2199999988079071 (1.4733372926712036,3.179475784301758) (-9.920648153638467e-06,-4.562125832308084e-05) 0.2199999988079071 (0.9442041516304016,2.7838876247406006) (7.397206354653463e-05,-0.0008209106745198369) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.00994873046875 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1121535301208496,0.5341210961341858) (-0.008602805435657501,-0.0021261218935251236) 0.2199999988079071 (1.4733363389968872,3.179471254348755) (-9.920779120875522e-06,-4.562185858958401e-05) 0.2199999988079071 (0.9442115426063538,2.7838056087493896) (7.399587775580585e-05,-0.000821174937300384) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.1099548339844 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1112892627716064,0.5339075326919556) (-0.008641695603728294,-0.0021357331424951553) 0.2199999988079071 (1.4733353853225708,3.179466724395752) (-9.920910088112578e-06,-4.562245885608718e-05) 0.2199999988079071 (0.9442189335823059,2.7837233543395996) (7.401969924103469e-05,-0.0008214392582885921) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.2099609375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1104211807250977,0.5336930155754089) (-0.008680963888764381,-0.0021454382222145796) 0.2199999988079071 (1.4733344316482544,3.179462194442749) (-9.921041055349633e-06,-4.562305912259035e-05) 0.2199999988079071 (0.9442263245582581,2.7836410999298096) (7.404360076179728e-05,-0.0008217045105993748) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.3099670410156 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.109549045562744,0.5334774851799011) (-0.008720606565475464,-0.0021552357356995344) 0.2199999988079071 (1.473333477973938,3.179457664489746) (-9.921172022586688e-06,-4.562365938909352e-05) 0.2199999988079071 (0.9442337155342102,2.7835588455200195) (7.40675168344751e-05,-0.0008219698211178184) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.40997314453125 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.108673095703125,0.5332610011100769) (-0.008760636672377586,-0.002165128942579031) 0.2199999988079071 (1.4733325242996216,3.179453134536743) (-9.921302989823744e-06,-4.562425601761788e-05) 0.2199999988079071 (0.9442411065101624,2.7834765911102295) (7.409144018311054e-05,-0.0008222352480515838) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.5099792480469 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.107793092727661,0.5330435037612915) (-0.008801047690212727,-0.0021751162130385637) 0.2199999988079071 (1.4733315706253052,3.1794486045837402) (-9.921433957060799e-06,-4.562485628412105e-05) 0.2199999988079071 (0.9442484974861145,2.7833943367004395) (7.41153780836612e-05,-0.0008225007331930101) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.6099853515625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1069087982177734,0.5328249931335449) (-0.008841854520142078,-0.002185201272368431) 0.2199999988079071 (1.4733306169509888,3.1794440746307373) (-9.921564924297854e-06,-4.562545655062422e-05) 0.2199999988079071 (0.9442558884620667,2.7833120822906494) (7.413931598421186e-05,-0.0008227663347497582) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.7099914550781 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.106020450592041,0.5326054692268372) (-0.008883072063326836,-0.002195388078689575) 0.2199999988079071 (1.4733296632766724,3.1794395446777344) (-9.92169589153491e-06,-4.562605681712739e-05) 0.2199999988079071 (0.9442632794380188,2.7832298278808594) (7.416326116072014e-05,-0.0008230320527218282) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.80999755859375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.105128049850464,0.5323848724365234) (-0.008924692869186401,-0.002205674536526203) 0.2199999988079071 (1.473328709602356,3.1794350147247314) (-9.921826858771965e-06,-4.562665708363056e-05) 0.2199999988079071 (0.944270670413971,2.7831475734710693) (7.418722088914365e-05,-0.0008232978289015591) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
314.9100036621094 (0.11919611692428589,2.17968487739563) (8.649757021750304e-10,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.104231357574463,0.5321632623672485) (-0.008966723456978798,-0.0022160618100315332) 0.2199999988079071 (1.4733277559280396,3.1794304847717285) (-9.921956916514318e-06,-4.562725735013373e-05) 0.2199999988079071 (0.9442781209945679,2.7830653190612793) (7.421118789352477e-05,-0.0008235637214966118) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.010009765625 (0.11919611692428589,2.17968487739563) (-6.116301909386834e-10,-6.116301909386834e-10) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -2.356194490192345 (2.103330373764038,0.5319405794143677) (-0.00900917686522007,-0.0022265538573265076) 0.2199999988079071 (1.4733268022537231,3.1794259548187256) (-9.922087883751374e-06,-4.56278576166369e-05) 0.2199999988079071 (0.9442855715751648,2.78298282623291) (7.423514762194827e-05,-0.0008238296722993255) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.1100158691406 (0.11919611692428589,2.17968487739563) (8.649757021750304e-10,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1024250984191895,0.5317168831825256) (-0.009052058681845665,-0.0022371518425643444) 0.2199999988079071 (1.4733258485794067,3.1794214248657227) (-9.922218850988429e-06,-4.562845788314007e-05) 0.2199999988079071 (0.9442930221557617,2.782900333404541) (7.425918738590553e-05,-0.0008240965544246137) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.21002197265625 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.101515531539917,0.5314921140670776) (-0.009095372632145882,-0.0022478566970676184) 0.2199999988079071 (1.4733248949050903,3.1794168949127197) (-9.922349818225484e-06,-4.562905814964324e-05) 0.2199999988079071 (0.9443004727363586,2.782817840576172) (7.428323442582041e-05,-0.0008243634947575629) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.3100280761719 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.1006016731262207,0.5312662720680237) (-0.009139124304056168,-0.0022586698178201914) 0.2199999988079071 (1.473323941230774,3.179412364959717) (-9.92248078546254e-06,-4.562965841614641e-05) 0.2199999988079071 (0.9443079233169556,2.7827353477478027) (7.43072887416929e-05,-0.0008246305515058339) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.4100341796875 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0996832847595215,0.531039297580719) (-0.009183318354189396,-0.0022695919033139944) 0.2199999988079071 (1.4733229875564575,3.179407835006714) (-9.922611752699595e-06,-4.563025868264958e-05) 0.2199999988079071 (0.9443153738975525,2.7826528549194336) (7.433135760948062e-05,-0.0008248977246694267) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.5100402832031 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0987606048583984,0.5308112502098083) (-0.009227970615029335,-0.0022806276101619005) 0.2199999988079071 (1.4733220338821411,3.179403305053711) (-9.92274271993665e-06,-4.563085894915275e-05) 0.2199999988079071 (0.9443228244781494,2.7825703620910645) (7.435543375322595e-05,-0.0008251649560406804) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.61004638671875 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0978333950042725,0.530582070350647) (-0.009273074567317963,-0.002291774610057473) 0.2199999988079071 (1.4733210802078247,3.179398775100708) (-9.922873687173706e-06,-4.563145921565592e-05) 0.2199999988079071 (0.9443302750587463,2.7824878692626953) (7.43795171729289e-05,-0.000825432303827256) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.7100524902344 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0969014167785645,0.5303517580032349) (-0.009318647906184196,-0.0023030375596135855) 0.2199999988079071 (1.4733201265335083,3.179394245147705) (-9.923004654410761e-06,-4.5632055844180286e-05) 0.2199999988079071 (0.9443377256393433,2.782405376434326) (7.440360786858946e-05,-0.0008256997680291533) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.81005859375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0959649085998535,0.530120313167572) (-0.009364704601466656,-0.0023144204169511795) 0.2199999988079071 (1.473319172859192,3.179389715194702) (-9.923135621647816e-06,-4.5632656110683456e-05) 0.2199999988079071 (0.9443451762199402,2.782322883605957) (7.442771311616525e-05,-0.0008259672904387116) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
315.9100646972656 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0950238704681396,0.5298877358436584) (-0.009411240927875042,-0.0023259215522557497) 0.2199999988079071 (1.4733182191848755,3.179385185241699) (-9.923266588884871e-06,-4.5633256377186626e-05) 0.2199999988079071 (0.9443526268005371,2.782240152359009) (7.445181836374104e-05,-0.0008262349292635918) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.01007080078125 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0940780639648438,0.5296539664268494) (-0.009458262473344803,-0.002337542362511158) 0.2199999988079071 (1.473317265510559,3.1793806552886963) (-9.923397556121927e-06,-4.5633856643689796e-05) 0.2199999988079071 (0.944360077381134,2.7821574211120605) (7.447601819876581e-05,-0.0008265033829957247) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.1100769042969 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.093127489089966,0.5294190645217896) (-0.009505784139037132,-0.00234928703866899) 0.2199999988079071 (1.4733163118362427,3.1793761253356934) (-9.923528523358982e-06,-4.5634456910192966e-05) 0.2199999988079071 (0.944367527961731,2.7820746898651123) (7.450021803379059e-05,-0.0008267720113508403) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.2100830078125 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.092172145843506,0.5291829705238342) (-0.009553813375532627,-0.0023611572105437517) 0.2199999988079071 (1.4733153581619263,3.1793715953826904) (-9.923659490596037e-06,-4.5635057176696137e-05) 0.2199999988079071 (0.9443749785423279,2.781991958618164) (7.452443242073059e-05,-0.0008270406979136169) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.3100891113281 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0912117958068848,0.5289456844329834) (-0.00960235483944416,-0.0023731538094580173) 0.2199999988079071 (1.4733144044876099,3.1793670654296875) (-9.923790457833093e-06,-4.563565744319931e-05) 0.2199999988079071 (0.9443824291229248,2.781909227371216) (7.454865408362821e-05,-0.0008273094426840544) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.41009521484375 (0.11919611692428589,2.17968487739563) (6.116301909386834e-10,-6.116301909386834e-10) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -0.7853981633974483 (2.0902466773986816,0.5287071466445923) (-0.00965142622590065,-0.0023852819576859474) 0.2199999988079071 (1.4733134508132935,3.1793625354766846) (-9.923921425070148e-06,-4.563625770970248e-05) 0.2199999988079071 (0.9443898797035217,2.7818264961242676) (7.457288302248344e-05,-0.0008275783620774746) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.5101013183594 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0892765522003174,0.5284674167633057) (-0.009701023809611797,-0.002397539559751749) 0.2199999988079071 (1.473312497138977,3.1793580055236816) (-9.924052392307203e-06,-4.563685797620565e-05) 0.2199999988079071 (0.9443973302841187,2.7817437648773193) (7.45971265132539e-05,-0.0008278473396785557) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.610107421875 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.088301420211792,0.5282264351844788) (-0.00975116342306137,-0.0024099312722682953) 0.2199999988079071 (1.4733115434646606,3.1793534755706787) (-9.924183359544259e-06,-4.563745824270882e-05) 0.2199999988079071 (0.9444047808647156,2.781661033630371) (7.462137000402436e-05,-0.0008281163754872978) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.7101135253906 (0.11919611692428589,2.17968487739563) (8.649757021750304e-10,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0873212814331055,0.5279842019081116) (-0.009801852516829967,-0.0024224587250500917) 0.2199999988079071 (1.4733105897903442,3.179348945617676) (-9.924314326781314e-06,-4.563805850921199e-05) 0.2199999988079071 (0.9444122314453125,2.781578302383423) (7.464562804671004e-05,-0.0008283855859190226) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.81011962890625 (0.11919611692428589,2.17968487739563) (-1.6162689676219033e-13,-3.90201841107482e-13) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -1.9634954131146867 (2.0863358974456787,0.5277407169342041) (-0.009853096678853035,-0.002435123547911644) 0.2199999988079071 (1.4733096361160278,3.179344415664673) (-9.92444529401837e-06,-4.563865877571516e-05) 0.2199999988079071 (0.9444196820259094,2.7814953327178955) (7.466989336535335e-05,-0.0008286548545584083) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
316.9101257324219 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.085345506668091,0.5274959206581116) (-0.00990491546690464,-0.002447930397465825) 0.2199999988079071 (1.4733086824417114,3.17933988571167) (-9.924576261255424e-06,-4.563925904221833e-05) 0.2199999988079071 (0.9444271326065063,2.781412363052368) (7.469424599548802e-05,-0.0008289249963127077) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.0101318359375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0843498706817627,0.527249813079834) (-0.009957303293049335,-0.002460877411067486) 0.2199999988079071 (1.473307728767395,3.179335355758667) (-9.92470722849248e-06,-4.56398593087215e-05) 0.2199999988079071 (0.9444345831871033,2.781329393386841) (7.47186059015803e-05,-0.000829195196274668) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.1101379394531 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0833487510681152,0.5270023941993713) (-0.010010278783738613,-0.00247396994382143) 0.2199999988079071 (1.4733067750930786,3.179330825805664) (-9.924838195729535e-06,-4.564045957522467e-05) 0.2199999988079071 (0.9444420337677002,2.7812464237213135) (7.47429730836302e-05,-0.0008294655126519501) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.21014404296875 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0823423862457275,0.5267536640167236) (-0.010063862428069115,-0.0024872126523405313) 0.2199999988079071 (1.4733058214187622,3.179326295852661) (-9.92496916296659e-06,-4.564105984172784e-05) 0.2199999988079071 (0.9444494843482971,2.781163454055786) (7.476735481759533e-05,-0.0008297359454445541) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.3101501464844 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0813305377960205,0.5265036225318909) (-0.010118047706782818,-0.0025006041396409273) 0.2199999988079071 (1.4733048677444458,3.179321765899658) (-9.925100130203646e-06,-4.564166010823101e-05) 0.2199999988079071 (0.944456934928894,2.781080484390259) (7.479173655156046e-05,-0.0008300064946524799) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.41015625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.080313205718994,0.5262522101402283) (-0.010172855108976364,-0.0025141495279967785) 0.2199999988079071 (1.4733039140701294,3.1793172359466553) (-9.925231097440701e-06,-4.564226037473418e-05) 0.2199999988079071 (0.9444644451141357,2.7809975147247314) (7.481613283744082e-05,-0.0008302771020680666) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.5101623535156 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0792903900146484,0.5259994268417358) (-0.010228293016552925,-0.002527850680053234) 0.2199999988079071 (1.473302960395813,3.1793127059936523) (-9.925362064677756e-06,-4.564286064123735e-05) 0.2199999988079071 (0.9444719552993774,2.780914545059204) (7.484052184736356e-05,-0.000830547884106636) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
